"year","age_group","sex","road_user","Sum(hospitalisations)","Sum(cases)","Mean(bed_days)","Sum(died_cases)"
2017,"75+","Female","Heavy transport unknown position",1,1,5,0
2017,"75+","Female","Motorcyclist",9,9,5,0
2017,"75+","Female","Other or unknown",28,28,32,0
2017,"75+","Female","Pedal cyclist",20,20,5,0
2017,"75+","Female","Pedestrian",166,172,82,6
2017,"75+","Female","Pick-up truck or van occupant",4,4,8,0
2017,"75+","Male","Bus occupant",25,26,18,1
2017,"75+","Male","Car driver",634,656,51,22
2017,"75+","Male","Car passenger",102,106,18,4
2017,"75+","Male","Car unknown position",18,18,17,0
2017,"75+","Male","Heavy transport driver",0,0,5,0
2017,"75+","Male","Heavy transport passenger",0,0,22,0
2017,"75+","Male","Motorcyclist",74,74,17,0
2017,"75+","Male","Other or unknown",22,23,25,1
2017,"75+","Male","Pedal cyclist",134,135,15,1
2017,"75+","Male","Pedestrian",157,172,54,15
2017,"75+","Male","Pick-up truck or van occupant",6,6,12,0
2017,"8-16","Female","Bus occupant",5,5,2,0
2017,"8-16","Female","Car driver",28,28,2,0
2017,"8-16","Female","Car passenger",341,341,12,0
2017,"8-16","Female","Car unknown position",11,11,2,0
2017,"8-16","Female","Heavy transport passenger",1,1,1,0
2017,"8-16","Female","Motorcyclist",55,55,2,0
2017,"8-16","Female","Other or unknown",12,12,3,0
2017,"8-16","Female","Pedal cyclist",146,146,5,0
2017,"8-16","Female","Pedestrian",121,121,17,0
2017,"8-16","Female","Pick-up truck or van occupant",6,6,3,0
2017,"8-16","Male","Bus occupant",4,4,4,0
2017,"8-16","Male","Car driver",34,34,5,0
2017,"8-16","Male","Car passenger",266,266,11,0
2017,"8-16","Male","Car unknown position",11,11,2,0
2017,"8-16","Male","Heavy transport passenger",1,1,1,0
2017,"8-16","Male","Heavy transport unknown position",1,1,1,0
2017,"8-16","Male","Motorcyclist",386,386,8,0
2017,"8-16","Male","Other or unknown",23,23,2,0
2017,"8-16","Male","Pedal cyclist",841,842,14,1
2017,"8-16","Male","Pedestrian",178,178,16,0
2017,"8-16","Male","Pick-up truck or van occupant",4,4,6,0
2018,"0-7","Female","Bus occupant",2,2,1,0
2018,"0-7","Female","Car passenger",165,165,7,0
2018,"0-7","Female","Car unknown position",6,6,1,0
2018,"0-7","Female","Heavy transport passenger",1,1,1,0
2018,"0-7","Female","Motorcyclist",7,7,2,0
2018,"0-7","Female","Other or unknown",2,2,1,0
2018,"0-7","Female","Pedal cyclist",61,61,2,0
2018,"0-7","Female","Pedestrian",45,46,18,1
2018,"0-7","Female","Pick-up truck or van occupant",0,0,4,0
2018,"0-7","Male","Car driver",3,3,24,0
2018,"0-7","Male","Car passenger",179,180,6,1
2018,"0-7","Male","Car unknown position",5,5,26,0
2018,"0-7","Male","Heavy transport passenger",3,3,1,0
2018,"0-7","Male","Motorcyclist",27,27,2,0
2018,"0-7","Male","Other or unknown",5,5,1,0
2018,"0-7","Male","Pedal cyclist",119,120,4,1
2018,"0-7","Male","Pedestrian",82,82,11,0
2018,"0-7","Male","Pick-up truck or van occupant",1,1,2,0
2018,"17-25","Female","Bus occupant",7,7,3,0
2018,"17-25","Female","Car driver",1578,1582,26,4
2018,"17-25","Female","Car passenger",674,679,23,5
2018,"17-25","Female","Car unknown position",78,78,7,0
2018,"17-25","Female","Heavy transport driver",5,5,3,0
2018,"17-25","Female","Heavy transport passenger",2,2,2,0
2018,"17-25","Female","Motorcyclist",173,173,9,0
2018,"17-25","Female","Other or unknown",40,40,15,0
2018,"17-25","Female","Pedal cyclist",140,140,5,0
2018,"17-25","Female","Pedestrian",152,152,30,0
2018,"17-25","Female","Pick-up truck or van occupant",12,12,10,0
2018,"17-25","Male","Bus occupant",11,11,3,0
2018,"17-25","Male","Car driver",1660,1666,52,6
2018,"17-25","Male","Car passenger",617,620,27,3
2018,"17-25","Male","Car unknown position",100,100,16,0
2018,"17-25","Male","Heavy transport driver",42,43,7,1
2018,"17-25","Male","Heavy transport passenger",7,7,4,0
2018,"17-25","Male","Heavy transport unknown position",7,7,11,0
2018,"17-25","Male","Motorcyclist",1760,1764,46,4
2018,"17-25","Male","Other or unknown",73,73,13,0
2018,"17-25","Male","Pedal cyclist",519,519,10,0
2018,"17-25","Male","Pedestrian",234,240,30,6
2018,"17-25","Male","Pick-up truck or van occupant",60,60,11,0
2018,"17-25","intersex or indeterminate or missing","Pedal cyclist",1,1,1,0
2018,"26-39","Female","Bus occupant",18,18,2,0
2018,"26-39","Female","Car driver",1680,1681,34,1
2018,"26-39","Female","Car passenger",505,510,15,5
2018,"26-39","Female","Car unknown position",105,106,8,1
2018,"26-39","Female","Heavy transport driver",6,6,12,0
2018,"26-39","Female","Heavy transport passenger",7,7,2,0
2018,"26-39","Female","Heavy transport unknown position",2,2,3,0
2018,"26-39","Female","Motorcyclist",238,240,14,2
2018,"26-39","Female","Other or unknown",44,44,8,0
2018,"26-39","Female","Pedal cyclist",365,365,8,0
2018,"26-39","Female","Pedestrian",194,194,25,0
2018,"26-39","Female","Pick-up truck or van occupant",6,6,2,0
2018,"26-39","Male","Bus occupant",12,12,4,0
2018,"26-39","Male","Car driver",1832,1835,50,3
2018,"26-39","Male","Car passenger",362,364,19,2
2018,"26-39","Male","Car unknown position",122,122,12,0
2018,"26-39","Male","Heavy transport driver",100,101,10,1
2018,"26-39","Male","Heavy transport passenger",10,10,2,0
2018,"26-39","Male","Heavy transport unknown position",6,6,2,0
2018,"26-39","Male","Motorcyclist",2214,2221,60,7
2018,"26-39","Male","Other or unknown",91,91,9,0
2018,"26-39","Male","Pedal cyclist",1096,1099,19,3
2018,"26-39","Male","Pedestrian",275,280,36,5
2018,"26-39","Male","Pick-up truck or van occupant",58,58,9,0
2018,"40-64","Female","Bus occupant",30,30,9,0
2018,"40-64","Female","Car driver",2067,2070,49,3
2018,"40-64","Female","Car passenger",634,635,25,1
2018,"40-64","Female","Car unknown position",135,135,14,0
2018,"40-64","Female","Heavy transport driver",3,3,1,0
2018,"40-64","Female","Heavy transport passenger",4,4,1,0
2018,"40-64","Female","Heavy transport unknown position",2,3,4,1
2018,"40-64","Female","Motorcyclist",364,365,21,1
2018,"40-64","Female","Other or unknown",83,83,24,0
2018,"40-64","Female","Pedal cyclist",626,627,14,1
2018,"40-64","Female","Pedestrian",316,318,46,2
2018,"40-64","Female","Pick-up truck or van occupant",19,19,5,0
2018,"40-64","Male","Bus occupant",22,22,7,0
2018,"40-64","Male","Car driver",2079,2089,57,10
2018,"40-64","Male","Car passenger",305,306,16,1
2018,"40-64","Male","Car unknown position",147,147,23,0
2018,"40-64","Male","Heavy transport driver",244,245,17,1
2018,"40-64","Male","Heavy transport passenger",21,21,5,0
2018,"40-64","Male","Heavy transport unknown position",24,24,19,0
2018,"40-64","Male","Motorcyclist",2856,2866,103,10
2018,"40-64","Male","Other or unknown",134,136,16,2
2018,"40-64","Male","Pedal cyclist",2212,2216,49,4
2018,"40-64","Male","Pedestrian",385,391,64,6
2018,"40-64","Male","Pick-up truck or van occupant",80,81,7,1
2018,"40-64","intersex or indeterminate or missing","Pedal cyclist",1,1,1,0
2018,"65-74","Female","Bus occupant",22,22,9,0
2018,"65-74","Female","Car driver",613,614,33,1
2018,"65-74","Female","Car passenger",292,296,30,4
2018,"65-74","Female","Car unknown position",25,25,32,0
2018,"65-74","Female","Heavy transport passenger",0,0,1,0
2018,"65-74","Female","Heavy transport unknown position",1,1,2,0
2018,"65-74","Female","Motorcyclist",25,25,17,0
2018,"65-74","Female","Other or unknown",21,21,23,0
2018,"65-74","Female","Pedal cyclist",95,95,7,0
2018,"65-74","Female","Pedestrian",137,140,38,3
2018,"65-74","Female","Pick-up truck or van occupant",6,6,4,0
2018,"65-74","Male","Bus occupant",23,23,8,0
2018,"65-74","Male","Car driver",552,559,39,7
2018,"65-74","Male","Car passenger",85,85,10,0
2018,"65-74","Male","Car unknown position",25,25,15,0
2018,"65-74","Male","Heavy transport driver",25,25,5,0
2018,"65-74","Male","Heavy transport passenger",2,2,4,0
2018,"65-74","Male","Heavy transport unknown position",2,2,4,0
2018,"65-74","Male","Motorcyclist",322,325,33,3
2018,"65-74","Male","Other or unknown",27,27,13,0
2018,"65-74","Male","Pedal cyclist",404,406,19,2
2018,"65-74","Male","Pedestrian",120,124,49,4
2018,"65-74","Male","Pick-up truck or van occupant",8,8,3,0
2018,"75+","Female","Bus occupant",54,55,22,1
2018,"75+","Female","Car driver",584,586,60,2
2018,"75+","Female","Car passenger",385,390,43,5
2018,"75+","Female","Car unknown position",42,42,28,0
2018,"75+","Female","Heavy transport passenger",2,2,2,0
2018,"75+","Female","Motorcyclist",4,4,14,0
2018,"75+","Female","Other or unknown",27,28,28,1
2018,"75+","Female","Pedal cyclist",26,26,9,0
2018,"75+","Female","Pedestrian",171,176,62,5
2018,"75+","Female","Pick-up truck or van occupant",3,3,1,0
2018,"75+","Male","Bus occupant",20,20,11,0
2018,"75+","Male","Car driver",646,661,55,15
2018,"75+","Male","Car passenger",105,107,15,2
2018,"75+","Male","Car unknown position",30,30,14,0
2018,"75+","Male","Heavy transport driver",7,7,5,0
2018,"75+","Male","Heavy transport passenger",1,1,2,0
2018,"75+","Male","Heavy transport unknown position",1,1,8,0
2018,"75+","Male","Motorcyclist",81,82,18,1
2018,"75+","Male","Other or unknown",22,22,27,0
2018,"75+","Male","Pedal cyclist",165,167,13,2
2018,"75+","Male","Pedestrian",152,164,62,12
2018,"75+","Male","Pick-up truck or van occupant",9,9,7,0
2018,"8-16","Female","Bus occupant",4,4,2,0
2018,"8-16","Female","Car driver",26,26,3,0
2018,"8-16","Female","Car passenger",350,352,12,2
2018,"8-16","Female","Car unknown position",16,16,2,0
2018,"8-16","Female","Motorcyclist",51,51,7,0
2018,"8-16","Female","Other or unknown",11,11,11,0
2018,"8-16","Female","Pedal cyclist",143,144,4,1
2018,"8-16","Female","Pedestrian",116,118,8,2
2018,"8-16","Female","Pick-up truck or van occupant",3,3,1,0
2018,"8-16","Male","Bus occupant",7,7,1,0
2018,"8-16","Male","Car driver",32,32,8,0
2018,"8-16","Male","Car passenger",323,325,14,2
2018,"8-16","Male","Car unknown position",10,11,3,1
2018,"8-16","Male","Heavy transport passenger",6,6,3,0
2018,"8-16","Male","Motorcyclist",325,325,8,0
2018,"8-16","Male","Other or unknown",14,14,2,0
2018,"8-16","Male","Pedal cyclist",797,797,10,0
2018,"8-16","Male","Pedestrian",166,170,12,4
2018,"8-16","Male","Pick-up truck or van occupant",2,2,2,0
2019,"0-7","Female","Bus occupant",1,1,1,0
2019,"0-7","Female","Car driver",3,3,2,0
2019,"0-7","Female","Car passenger",149,149,10,0
2019,"0-7","Female","Car unknown position",3,3,2,0
2019,"0-7","Female","Motorcyclist",8,8,1,0
2019,"0-7","Female","Other or unknown",3,3,3,0
2019,"0-7","Female","Pedal cyclist",70,70,3,0
2019,"0-7","Female","Pedestrian",42,42,5,0
2019,"0-7","Male","Bus occupant",2,2,2,0
2019,"0-7","Male","Car driver",2,2,1,0
2019,"0-7","Male","Car passenger",159,161,7,2
2019,"0-7","Male","Car unknown position",2,2,1,0
2019,"0-7","Male","Motorcyclist",26,26,9,0
2019,"0-7","Male","Other or unknown",9,9,2,0
2019,"0-7","Male","Pedal cyclist",133,133,4,0
2019,"0-7","Male","Pedestrian",76,76,14,0
2019,"0-7","Male","Pick-up truck or van occupant",3,3,1,0
2019,"17-25","Female","Bus occupant",13,13,1,0
2019,"17-25","Female","Car driver",1440,1441,24,1
2019,"17-25","Female","Car passenger",658,661,20,3
2019,"17-25","Female","Car unknown position",79,79,9,0
2019,"17-25","Female","Heavy transport driver",4,4,1,0
2019,"17-25","Female","Heavy transport passenger",2,2,1,0
2019,"17-25","Female","Heavy transport unknown position",1,1,1,0
2019,"17-25","Female","Motorcyclist",195,195,10,0
2019,"17-25","Female","Other or unknown",43,43,4,0
2019,"17-25","Female","Pedal cyclist",123,123,3,0
2019,"17-25","Female","Pedestrian",140,141,26,1
2019,"17-25","Female","Pick-up truck or van occupant",11,11,3,0
2019,"17-25","Male","Bus occupant",8,8,3,0
2019,"17-25","Male","Car driver",1520,1531,54,11
2019,"17-25","Male","Car passenger",548,553,33,5
2019,"17-25","Male","Car unknown position",89,89,16,0
2019,"17-25","Male","Heavy transport driver",23,23,8,0
2019,"17-25","Male","Heavy transport passenger",11,11,4,0
2019,"17-25","Male","Heavy transport unknown position",3,3,3,0
2019,"17-25","Male","Motorcyclist",1865,1869,53,4
2019,"17-25","Male","Other or unknown",81,82,21,1
2019,"17-25","Male","Pedal cyclist",537,537,13,0
2019,"17-25","Male","Pedestrian",249,256,41,7
2019,"17-25","Male","Pick-up truck or van occupant",42,43,8,1
2019,"26-39","Female","Bus occupant",11,11,3,0
2019,"26-39","Female","Car driver",1733,1735,31,2
2019,"26-39","Female","Car passenger",497,499,15,2
2019,"26-39","Female","Car unknown position",117,117,7,0
2019,"26-39","Female","Heavy transport driver",3,3,1,0
2019,"26-39","Female","Heavy transport passenger",3,3,2,0
2019,"26-39","Female","Heavy transport unknown position",2,2,1,0
2019,"26-39","Female","Motorcyclist",249,249,18,0
2019,"26-39","Female","Other or unknown",58,58,8,0
2019,"26-39","Female","Pedal cyclist",348,349,10,1
2019,"26-39","Female","Pedestrian",187,189,26,2
2019,"26-39","Female","Pick-up truck or van occupant",9,9,1,0
2019,"26-39","Male","Bus occupant",17,17,4,0
2019,"26-39","Male","Car driver",1649,1657,50,8
2019,"26-39","Male","Car passenger",358,358,14,0
2019,"26-39","Male","Car unknown position",118,118,9,0
2019,"26-39","Male","Heavy transport driver",102,102,8,0
2019,"26-39","Male","Heavy transport passenger",8,8,2,0
2019,"26-39","Male","Heavy transport unknown position",10,10,8,0
2019,"26-39","Male","Motorcyclist",2135,2144,61,9
2019,"26-39","Male","Other or unknown",94,94,12,0
2019,"26-39","Male","Pedal cyclist",1147,1147,22,0
2019,"26-39","Male","Pedestrian",303,304,32,1
2019,"26-39","Male","Pick-up truck or van occupant",60,60,6,0
2019,"40-64","Female","Bus occupant",48,48,4,0
2019,"40-64","Female","Car driver",2228,2233,56,5
2019,"40-64","Female","Car passenger",657,658,20,1
2019,"40-64","Female","Car unknown position",116,116,14,0
2019,"40-64","Female","Heavy transport driver",8,8,6,0
2019,"40-64","Female","Heavy transport passenger",3,3,18,0
2019,"40-64","Female","Heavy transport unknown position",4,4,2,0
2019,"40-64","Female","Motorcyclist",386,387,20,1
2019,"40-64","Female","Other or unknown",72,72,22,0
2019,"40-64","Female","Pedal cyclist",604,605,16,1
2019,"40-64","Female","Pedestrian",319,321,48,2
2019,"40-64","Female","Pick-up truck or van occupant",19,19,3,0
2019,"40-64","Male","Bus occupant",27,27,3,0
2019,"40-64","Male","Car driver",2025,2036,61,11
2019,"40-64","Male","Car passenger",269,269,17,0
2019,"40-64","Male","Car unknown position",118,118,14,0
2019,"40-64","Male","Heavy transport driver",251,253,19,2
2019,"40-64","Male","Heavy transport passenger",10,10,5,0
2019,"40-64","Male","Heavy transport unknown position",23,23,20,0
2019,"40-64","Male","Motorcyclist",2845,2849,107,4
2019,"40-64","Male","Other or unknown",114,114,26,0
2019,"40-64","Male","Pedal cyclist",2349,2351,50,2
2019,"40-64","Male","Pedestrian",375,382,50,7
2019,"40-64","Male","Pick-up truck or van occupant",74,75,6,1
2019,"40-64","intersex or indeterminate or missing","Car driver",1,1,1,0
2019,"65-74","Female","Bus occupant",27,27,5,0
2019,"65-74","Female","Car driver",652,652,33,0
2019,"65-74","Female","Car passenger",290,294,26,4
2019,"65-74","Female","Car unknown position",32,33,26,1
2019,"65-74","Female","Heavy transport driver",2,2,4,0
2019,"65-74","Female","Heavy transport passenger",2,2,3,0
2019,"65-74","Female","Motorcyclist",32,32,7,0
2019,"65-74","Female","Other or unknown",18,18,18,0
2019,"65-74","Female","Pedal cyclist",127,127,6,0
2019,"65-74","Female","Pedestrian",164,167,53,3
2019,"65-74","Female","Pick-up truck or van occupant",3,3,13,0
2019,"65-74","Male","Bus occupant",18,18,2,0
2019,"65-74","Male","Car driver",568,571,37,3
2019,"65-74","Male","Car passenger",82,84,10,2
2019,"65-74","Male","Car unknown position",31,31,13,0
2019,"65-74","Male","Heavy transport driver",20,20,15,0
2019,"65-74","Male","Heavy transport passenger",4,4,6,0
2019,"65-74","Male","Heavy transport unknown position",4,4,2,0
2019,"65-74","Male","Motorcyclist",348,353,26,5
2019,"65-74","Male","Other or unknown",37,37,9,0
2019,"65-74","Male","Pedal cyclist",434,434,25,0
2019,"65-74","Male","Pedestrian",118,121,46,3
2019,"65-74","Male","Pick-up truck or van occupant",12,12,11,0
2019,"75+","Female","Bus occupant",43,43,10,0
2019,"75+","Female","Car driver",644,646,47,2
2019,"75+","Female","Car passenger",364,373,32,9
2019,"75+","Female","Car unknown position",29,29,21,0
2019,"75+","Female","Heavy transport driver",1,1,1,0
2019,"75+","Female","Heavy transport passenger",1,1,1,0
2019,"75+","Female","Motorcyclist",9,10,5,1
2019,"75+","Female","Other or unknown",31,31,36,0
2019,"75+","Female","Pedal cyclist",27,27,8,0
2019,"75+","Female","Pedestrian",175,182,72,7
2019,"75+","Female","Pick-up truck or van occupant",3,3,11,0
2019,"75+","Male","Bus occupant",18,18,12,0
2019,"75+","Male","Car driver",702,720,50,18
2019,"75+","Male","Car passenger",109,115,18,6
2019,"75+","Male","Car unknown position",28,28,22,0
2019,"75+","Male","Heavy transport driver",5,5,4,0
2019,"75+","Male","Heavy transport passenger",3,3,4,0
2019,"75+","Male","Heavy transport unknown position",0,0,6,0
2019,"75+","Male","Motorcyclist",121,124,23,3
2019,"75+","Male","Other or unknown",31,31,26,0
2019,"75+","Male","Pedal cyclist",148,150,17,2
2019,"75+","Male","Pedestrian",166,180,83,14
2019,"75+","Male","Pick-up truck or van occupant",5,5,13,0
2019,"8-16","Female","Bus occupant",2,2,1,0
2019,"8-16","Female","Car driver",20,20,3,0
2019,"8-16","Female","Car passenger",340,341,9,1
2019,"8-16","Female","Car unknown position",7,7,2,0
2019,"8-16","Female","Motorcyclist",56,56,3,0
2019,"8-16","Female","Other or unknown",9,9,2,0
2019,"8-16","Female","Pedal cyclist",156,156,3,0
2019,"8-16","Female","Pedestrian",106,106,12,0
2019,"8-16","Female","Pick-up truck or van occupant",1,1,1,0
2019,"8-16","Male","Bus occupant",1,1,3,0
2019,"8-16","Male","Car driver",31,31,7,0
2019,"8-16","Male","Car passenger",255,255,16,0
2019,"8-16","Male","Car unknown position",9,9,8,0
2019,"8-16","Male","Heavy transport passenger",2,2,4,0
2019,"8-16","Male","Motorcyclist",401,402,9,1
2019,"8-16","Male","Other or unknown",12,12,2,0
2019,"8-16","Male","Pedal cyclist",881,881,12,0
2019,"8-16","Male","Pedestrian",178,179,21,1
2019,"8-16","Male","Pick-up truck or van occupant",5,5,1,0
2020,"0-7","Female","Car driver",3,3,1,0
2020,"0-7","Female","Car passenger",145,145,8,0
2020,"0-7","Female","Car unknown position",6,6,1,0
2020,"0-7","Female","Heavy transport passenger",1,1,4,0
2020,"0-7","Female","Heavy transport unknown position",1,1,1,0
2020,"0-7","Female","Motorcyclist",10,10,1,0
2020,"0-7","Female","Other or unknown",4,4,1,0
2020,"0-7","Female","Pedal cyclist",97,97,3,0
2020,"0-7","Female","Pedestrian",33,33,5,0
2020,"0-7","Male","Car driver",3,3,1,0
2020,"0-7","Male","Car passenger",144,145,12,1
2020,"0-7","Male","Car unknown position",3,3,1,0
2020,"0-7","Male","Motorcyclist",22,22,5,0
2020,"0-7","Male","Other or unknown",9,9,2,0
2020,"0-7","Male","Pedal cyclist",161,161,3,0
2020,"0-7","Male","Pedestrian",66,66,7,0
2020,"0-7","Male","Pick-up truck or van occupant",1,1,1,0
2020,"17-25","Female","Bus occupant",12,12,4,0
2020,"17-25","Female","Car driver",1355,1357,26,2
2020,"17-25","Female","Car passenger",637,638,24,1
2020,"17-25","Female","Car unknown position",72,73,8,1
2020,"17-25","Female","Heavy transport driver",1,1,1,0
2020,"17-25","Female","Heavy transport passenger",1,1,16,0
2020,"17-25","Female","Motorcyclist",189,191,10,2
2020,"17-25","Female","Other or unknown",47,47,4,0
2020,"17-25","Female","Pedal cyclist",158,158,4,0
2020,"17-25","Female","Pedestrian",117,117,27,0
2020,"17-25","Female","Pick-up truck or van occupant",18,18,4,0
2020,"17-25","Male","Bus occupant",9,9,5,0
2020,"17-25","Male","Car driver",1637,1641,41,4
2020,"17-25","Male","Car passenger",580,581,38,1
2020,"17-25","Male","Car unknown position",74,74,13,0
2020,"17-25","Male","Heavy transport driver",24,24,3,0
2020,"17-25","Male","Heavy transport passenger",3,3,3,0
2020,"17-25","Male","Heavy transport unknown position",3,3,3,0
2020,"17-25","Male","Motorcyclist",1828,1829,42,1
2020,"17-25","Male","Other or unknown",83,83,15,0
2020,"17-25","Male","Pedal cyclist",564,564,11,0
2020,"17-25","Male","Pedestrian",191,192,19,1
2020,"17-25","Male","Pick-up truck or van occupant",67,67,7,0
2020,"17-25","intersex or indeterminate or missing","Car driver",1,1,1,0
2020,"17-25","intersex or indeterminate or missing","Pedal cyclist",1,1,1,0
2020,"26-39","Female","Bus occupant",9,9,2,0
2020,"26-39","Female","Car driver",1444,1446,24,2
2020,"26-39","Female","Car passenger",446,447,11,1
2020,"26-39","Female","Car unknown position",110,110,6,0
2020,"26-39","Female","Heavy transport driver",2,2,22,0
2020,"26-39","Female","Heavy transport passenger",6,6,4,0
2020,"26-39","Female","Heavy transport unknown position",2,2,1,0
2020,"26-39","Female","Motorcyclist",224,224,12,0
2020,"26-39","Female","Other or unknown",37,37,7,0
2020,"26-39","Female","Pedal cyclist",386,386,7,0
2020,"26-39","Female","Pedestrian",146,147,20,1
2020,"26-39","Female","Pick-up truck or van occupant",10,10,1,0
2020,"26-39","Male","Bus occupant",10,10,1,0
2020,"26-39","Male","Car driver",1720,1721,54,1
2020,"26-39","Male","Car passenger",338,338,17,0
2020,"26-39","Male","Car unknown position",97,98,12,1
2020,"26-39","Male","Heavy transport driver",119,119,11,0
2020,"26-39","Male","Heavy transport passenger",7,7,11,0
2020,"26-39","Male","Heavy transport unknown position",11,11,2,0
2020,"26-39","Male","Motorcyclist",2209,2212,63,3
2020,"26-39","Male","Other or unknown",79,79,11,0
2020,"26-39","Male","Pedal cyclist",1195,1197,22,2
2020,"26-39","Male","Pedestrian",223,225,41,2
2020,"26-39","Male","Pick-up truck or van occupant",48,48,6,0
2020,"26-39","intersex or indeterminate or missing","Car driver",2,2,12,0
2020,"26-39","intersex or indeterminate or missing","Car unknown position",1,1,2,0
2020,"40-64","Female","Bus occupant",25,25,6,0
2020,"40-64","Female","Car driver",1748,1748,48,0
2020,"40-64","Female","Car passenger",506,507,21,1
2020,"40-64","Female","Car unknown position",121,121,15,0
2020,"40-64","Female","Heavy transport driver",5,5,13,0
2020,"40-64","Female","Heavy transport passenger",4,4,4,0
2020,"40-64","Female","Heavy transport unknown position",3,3,2,0
2020,"40-64","Female","Motorcyclist",366,367,22,1
2020,"40-64","Female","Other or unknown",75,75,9,0
2020,"40-64","Female","Pedal cyclist",785,786,18,1
2020,"40-64","Female","Pedestrian",244,244,46,0
2020,"40-64","Female","Pick-up truck or van occupant",19,19,3,0
2020,"40-64","Male","Bus occupant",25,25,3,0
2020,"40-64","Male","Car driver",1935,1936,67,1
2020,"40-64","Male","Car passenger",260,260,22,0
2020,"40-64","Male","Car unknown position",114,114,11,0
2020,"40-64","Male","Heavy transport driver",224,224,13,0
2020,"40-64","Male","Heavy transport passenger",19,19,6,0
2020,"40-64","Male","Heavy transport unknown position",16,16,10,0
2020,"40-64","Male","Motorcyclist",2676,2680,87,4
2020,"40-64","Male","Other or unknown",121,121,22,0
2020,"40-64","Male","Pedal cyclist",2506,2511,51,5
2020,"40-64","Male","Pedestrian",307,313,43,6
2020,"40-64","Male","Pick-up truck or van occupant",95,95,9,0
2020,"65-74","Female","Bus occupant",9,9,8,0
2020,"65-74","Female","Car driver",492,492,32,0
2020,"65-74","Female","Car passenger",223,223,30,0
2020,"65-74","Female","Car unknown position",29,29,16,0
2020,"65-74","Female","Heavy transport driver",2,2,25,0
2020,"65-74","Female","Heavy transport passenger",2,2,2,0
2020,"65-74","Female","Motorcyclist",40,40,7,0
2020,"65-74","Female","Other or unknown",26,27,12,1
2020,"65-74","Female","Pedal cyclist",190,190,12,0
2020,"65-74","Female","Pedestrian",120,121,45,1
2020,"65-74","Female","Pick-up truck or van occupant",5,5,3,0
2020,"65-74","Male","Bus occupant",13,13,9,0
2020,"65-74","Male","Car driver",489,495,31,6
2020,"65-74","Male","Car passenger",67,67,12,0
2020,"65-74","Male","Car unknown position",27,27,9,0
2020,"65-74","Male","Heavy transport driver",27,27,4,0
2020,"65-74","Male","Heavy transport passenger",2,2,81,0
2020,"65-74","Male","Heavy transport unknown position",3,3,2,0
2020,"65-74","Male","Motorcyclist",337,338,28,1
2020,"65-74","Male","Other or unknown",26,26,14,0
2020,"65-74","Male","Pedal cyclist",497,498,23,1
2020,"65-74","Male","Pedestrian",108,109,38,1
2020,"65-74","Male","Pick-up truck or van occupant",15,15,9,0
2020,"65-74","intersex or indeterminate or missing","Pedestrian",1,1,2,0
2020,"75+","Female","Bus occupant",35,35,22,0
2020,"75+","Female","Car driver",502,506,48,4
2020,"75+","Female","Car passenger",251,253,32,2
2020,"75+","Female","Car unknown position",16,16,31,0
2020,"75+","Female","Motorcyclist",5,5,6,0
2020,"75+","Female","Other or unknown",17,17,31,0
2020,"75+","Female","Pedal cyclist",35,35,9,0
2020,"75+","Female","Pedestrian",119,121,58,2
2020,"75+","Male","Bus occupant",10,10,6,0
2020,"75+","Male","Car driver",619,625,45,6
2020,"75+","Male","Car passenger",83,86,11,3
2020,"75+","Male","Car unknown position",23,23,31,0
2020,"75+","Male","Heavy transport driver",5,5,4,0
2020,"75+","Male","Heavy transport unknown position",0,0,33,0
2020,"75+","Male","Motorcyclist",70,72,24,2
2020,"75+","Male","Other or unknown",20,20,23,0
2020,"75+","Male","Pedal cyclist",216,217,20,1
2020,"75+","Male","Pedestrian",119,126,55,7
2020,"75+","Male","Pick-up truck or van occupant",9,9,12,0
2020,"8-16","Female","Bus occupant",10,10,3,0
2020,"8-16","Female","Car driver",22,22,3,0
2020,"8-16","Female","Car passenger",289,289,11,0
2020,"8-16","Female","Car unknown position",7,7,1,0
2020,"8-16","Female","Heavy transport passenger",1,1,1,0
2020,"8-16","Female","Motorcyclist",65,65,3,0
2020,"8-16","Female","Other or unknown",12,12,2,0
2020,"8-16","Female","Pedal cyclist",229,229,7,0
2020,"8-16","Female","Pedestrian",97,97,10,0
2020,"8-16","Female","Pick-up truck or van occupant",7,7,1,0
2020,"8-16","Male","Bus occupant",5,5,1,0
2020,"8-16","Male","Car driver",43,43,7,0
2020,"8-16","Male","Car passenger",237,237,13,0
2020,"8-16","Male","Car unknown position",18,18,3,0
2020,"8-16","Male","Heavy transport passenger",1,1,1,0
2020,"8-16","Male","Motorcyclist",469,469,10,0
2020,"8-16","Male","Other or unknown",21,21,2,0
2020,"8-16","Male","Pedal cyclist",1114,1114,16,0
2020,"8-16","Male","Pedestrian",135,136,20,1
2020,"8-16","Male","Pick-up truck or van occupant",4,4,2,0
2021,"0-7","Female","Car driver",2,2,3,0
2021,"0-7","Female","Car passenger",151,151,6,0
2021,"0-7","Female","Car unknown position",4,4,1,0
2021,"0-7","Female","Heavy transport passenger",1,1,13,0
2021,"0-7","Female","Motorcyclist",6,6,1,0
2021,"0-7","Female","Other or unknown",3,3,1,0
2021,"0-7","Female","Pedal cyclist",80,80,3,0
2021,"0-7","Female","Pedestrian",37,37,7,0
2021,"0-7","Female","Pick-up truck or van occupant",2,2,2,0
