"year","age_group","sex","road_user","Sum(hospitalisations)","Sum(cases)","Mean(bed_days)","Sum(died_cases)"
2014,"26-39","Male","Pedal cyclist",1233,1235,21,2
2014,"26-39","Male","Pedestrian",289,294,29,5
2014,"26-39","Male","Pick-up truck or van occupant",55,55,4,0
2014,"40-64","Female","Bus occupant",60,61,10,1
2014,"40-64","Female","Car driver",1773,1778,40,5
2014,"40-64","Female","Car passenger",606,609,20,3
2014,"40-64","Female","Car unknown position",109,109,5,0
2014,"40-64","Female","Heavy transport driver",5,5,11,0
2014,"40-64","Female","Heavy transport passenger",11,11,6,0
2014,"40-64","Female","Heavy transport unknown position",2,2,4,0
2014,"40-64","Female","Motorcyclist",331,331,14,0
2014,"40-64","Female","Other or unknown",54,54,9,0
2014,"40-64","Female","Pedal cyclist",567,568,12,1
2014,"40-64","Female","Pedestrian",285,292,29,7
2014,"40-64","Female","Pick-up truck or van occupant",9,10,7,1
2014,"40-64","Male","Bus occupant",25,25,6,0
2014,"40-64","Male","Car driver",1789,1797,46,8
2014,"40-64","Male","Car passenger",286,287,12,1
2014,"40-64","Male","Car unknown position",97,97,5,0
2014,"40-64","Male","Heavy transport driver",232,232,15,0
2014,"40-64","Male","Heavy transport passenger",10,10,9,0
2014,"40-64","Male","Heavy transport unknown position",25,25,6,0
2014,"40-64","Male","Motorcyclist",2678,2689,66,11
2014,"40-64","Male","Other or unknown",135,135,11,0
2014,"40-64","Male","Pedal cyclist",2044,2048,34,4
2014,"40-64","Male","Pedestrian",315,321,37,6
2014,"40-64","Male","Pick-up truck or van occupant",67,67,8,0
2014,"65-74","Female","Bus occupant",23,23,5,0
2014,"65-74","Female","Car driver",434,435,23,1
2014,"65-74","Female","Car passenger",271,273,17,2
2014,"65-74","Female","Car unknown position",24,24,7,0
2014,"65-74","Female","Heavy transport passenger",2,2,9,0
2014,"65-74","Female","Heavy transport unknown position",2,2,3,0
2014,"65-74","Female","Motorcyclist",12,12,4,0
2014,"65-74","Female","Other or unknown",10,10,2,0
2014,"65-74","Female","Pedal cyclist",84,85,5,1
2014,"65-74","Female","Pedestrian",160,163,31,3
2014,"65-74","Female","Pick-up truck or van occupant",3,3,3,0
2014,"65-74","Male","Bus occupant",13,13,7,0
2014,"65-74","Male","Car driver",491,499,21,8
2014,"65-74","Male","Car passenger",77,77,9,0
2014,"65-74","Male","Car unknown position",21,21,6,0
2014,"65-74","Male","Heavy transport driver",23,23,3,0
2014,"65-74","Male","Heavy transport passenger",1,1,19,0
2014,"65-74","Male","Heavy transport unknown position",5,5,13,0
2014,"65-74","Male","Motorcyclist",216,221,14,5
2014,"65-74","Male","Other or unknown",22,22,5,0
2014,"65-74","Male","Pedal cyclist",300,303,15,3
2014,"65-74","Male","Pedestrian",114,116,37,2
2014,"65-74","Male","Pick-up truck or van occupant",7,7,3,0
2014,"75+","Female","Bus occupant",63,64,15,1
2014,"75+","Female","Car driver",448,456,28,8
2014,"75+","Female","Car passenger",296,309,24,13
2014,"75+","Female","Car unknown position",34,34,12,0
2014,"75+","Female","Heavy transport passenger",2,2,1,0
2014,"75+","Female","Heavy transport unknown position",1,1,1,0
2014,"75+","Female","Motorcyclist",14,14,5,0
2014,"75+","Female","Other or unknown",22,23,13,1
2014,"75+","Female","Pedal cyclist",14,14,4,0
2014,"75+","Female","Pedestrian",170,177,39,7
2014,"75+","Female","Pick-up truck or van occupant",1,1,6,0
2014,"75+","Male","Bus occupant",12,12,12,0
2014,"75+","Male","Car driver",558,577,34,19
2014,"75+","Male","Car passenger",93,96,11,3
2014,"75+","Male","Car unknown position",24,24,12,0
2014,"75+","Male","Heavy transport driver",2,2,6,0
2014,"75+","Male","Heavy transport passenger",1,1,12,0
2014,"75+","Male","Motorcyclist",56,57,14,1
2014,"75+","Male","Other or unknown",25,25,8,0
2014,"75+","Male","Pedal cyclist",114,116,12,2
2014,"75+","Male","Pedestrian",177,190,51,13
2014,"75+","Male","Pick-up truck or van occupant",4,4,4,0
2014,"8-16","Female","Bus occupant",10,10,2,0
2014,"8-16","Female","Car driver",17,17,5,0
2014,"8-16","Female","Car passenger",285,286,7,1
2014,"8-16","Female","Car unknown position",11,11,3,0
2014,"8-16","Female","Heavy transport unknown position",1,1,1,0
2014,"8-16","Female","Motorcyclist",55,55,3,0
2014,"8-16","Female","Other or unknown",7,7,1,0
2014,"8-16","Female","Pedal cyclist",167,167,4,0
2014,"8-16","Female","Pedestrian",105,107,15,2
2014,"8-16","Female","Pick-up truck or van occupant",4,4,6,0
2014,"8-16","Male","Bus occupant",5,5,1,0
2014,"8-16","Male","Car driver",29,29,3,0
2014,"8-16","Male","Car passenger",209,210,11,1
2014,"8-16","Male","Car unknown position",13,13,5,0
2014,"8-16","Male","Heavy transport passenger",3,3,28,0
2014,"8-16","Male","Heavy transport unknown position",1,1,1,0
2014,"8-16","Male","Motorcyclist",396,396,9,0
2014,"8-16","Male","Other or unknown",13,13,1,0
2014,"8-16","Male","Pedal cyclist",706,707,12,1
2014,"8-16","Male","Pedestrian",161,162,12,1
2014,"8-16","Male","Pick-up truck or van occupant",11,11,3,0
2014,"Missing","Male","Other or unknown",1,1,4,0
2015,"0-7","Female","Car driver",2,2,1,0
2015,"0-7","Female","Car passenger",179,182,11,3
2015,"0-7","Female","Car unknown position",7,7,2,0
2015,"0-7","Female","Heavy transport passenger",1,1,1,0
2015,"0-7","Female","Motorcyclist",10,10,2,0
2015,"0-7","Female","Other or unknown",5,5,3,0
2015,"0-7","Female","Pedal cyclist",65,65,3,0
2015,"0-7","Female","Pedestrian",48,49,8,1
2015,"0-7","Female","Pick-up truck or van occupant",3,3,1,0
2015,"0-7","Male","Car driver",1,1,3,0
2015,"0-7","Male","Car passenger",158,160,11,2
2015,"0-7","Male","Car unknown position",5,5,2,0
2015,"0-7","Male","Heavy transport passenger",1,1,1,0
2015,"0-7","Male","Motorcyclist",25,25,2,0
2015,"0-7","Male","Other or unknown",4,4,1,0
2015,"0-7","Male","Pedal cyclist",154,154,3,0
2015,"0-7","Male","Pedestrian",73,74,10,1
2015,"0-7","Male","Pick-up truck or van occupant",0,0,1,0
2015,"17-25","Female","Bus occupant",5,5,3,0
2015,"17-25","Female","Car driver",1353,1357,31,4
2015,"17-25","Female","Car passenger",616,616,20,0
2015,"17-25","Female","Car unknown position",89,89,5,0
2015,"17-25","Female","Heavy transport driver",2,2,1,0
2015,"17-25","Female","Heavy transport passenger",2,2,5,0
2015,"17-25","Female","Motorcyclist",192,192,9,0
2015,"17-25","Female","Other or unknown",36,36,4,0
2015,"17-25","Female","Pedal cyclist",151,151,6,0
2015,"17-25","Female","Pedestrian",176,176,39,0
2015,"17-25","Female","Pick-up truck or van occupant",9,9,4,0
2015,"17-25","Male","Bus occupant",15,15,6,0
2015,"17-25","Male","Car driver",1482,1486,47,4
2015,"17-25","Male","Car passenger",598,602,21,4
2015,"17-25","Male","Car unknown position",89,90,7,1
2015,"17-25","Male","Heavy transport driver",25,25,3,0
2015,"17-25","Male","Heavy transport passenger",6,6,9,0
2015,"17-25","Male","Heavy transport unknown position",3,3,2,0
2015,"17-25","Male","Motorcyclist",1832,1837,43,5
2015,"17-25","Male","Other or unknown",63,63,8,0
2015,"17-25","Male","Pedal cyclist",559,560,10,1
2015,"17-25","Male","Pedestrian",236,238,19,2
2015,"17-25","Male","Pick-up truck or van occupant",32,32,5,0
2015,"26-39","Female","Bus occupant",12,12,5,0
2015,"26-39","Female","Car driver",1467,1471,33,4
2015,"26-39","Female","Car passenger",481,484,19,3
2015,"26-39","Female","Car unknown position",101,101,6,0
2015,"26-39","Female","Heavy transport driver",1,1,1,0
2015,"26-39","Female","Heavy transport passenger",2,2,4,0
2015,"26-39","Female","Heavy transport unknown position",0,0,32,0
2015,"26-39","Female","Motorcyclist",234,234,10,0
2015,"26-39","Female","Other or unknown",36,36,6,0
2015,"26-39","Female","Pedal cyclist",347,348,7,1
2015,"26-39","Female","Pedestrian",168,169,17,1
2015,"26-39","Female","Pick-up truck or van occupant",10,10,2,0
2015,"26-39","Male","Bus occupant",13,13,20,0
2015,"26-39","Male","Car driver",1625,1634,51,9
2015,"26-39","Male","Car passenger",362,364,21,2
2015,"26-39","Male","Car unknown position",100,101,7,1
2015,"26-39","Male","Heavy transport driver",115,115,6,0
2015,"26-39","Male","Heavy transport passenger",9,9,5,0
2015,"26-39","Male","Heavy transport unknown position",3,3,20,0
2015,"26-39","Male","Motorcyclist",2047,2061,59,14
2015,"26-39","Male","Other or unknown",69,70,9,1
2015,"26-39","Male","Pedal cyclist",1153,1153,22,0
2015,"26-39","Male","Pedestrian",295,301,27,6
2015,"26-39","Male","Pick-up truck or van occupant",50,50,10,0
2015,"40-64","Female","Bus occupant",38,38,4,0
2015,"40-64","Female","Car driver",1922,1929,53,7
2015,"40-64","Female","Car passenger",640,641,23,1
2015,"40-64","Female","Car unknown position",88,89,14,1
2015,"40-64","Female","Heavy transport driver",4,4,1,0
2015,"40-64","Female","Heavy transport passenger",1,1,21,0
2015,"40-64","Female","Heavy transport unknown position",1,1,1,0
2015,"40-64","Female","Motorcyclist",323,323,17,0
2015,"40-64","Female","Other or unknown",56,56,8,0
2015,"40-64","Female","Pedal cyclist",555,556,17,1
2015,"40-64","Female","Pedestrian",283,287,42,4
2015,"40-64","Female","Pick-up truck or van occupant",11,11,8,0
2015,"40-64","Male","Bus occupant",28,28,4,0
2015,"40-64","Male","Car driver",1899,1910,67,11
2015,"40-64","Male","Car passenger",306,306,14,0
2015,"40-64","Male","Car unknown position",125,125,12,0
2015,"40-64","Male","Heavy transport driver",263,263,20,0
2015,"40-64","Male","Heavy transport passenger",8,8,11,0
2015,"40-64","Male","Heavy transport unknown position",15,16,6,1
2015,"40-64","Male","Motorcyclist",2747,2764,86,17
2015,"40-64","Male","Other or unknown",125,125,17,0
2015,"40-64","Male","Pedal cyclist",2142,2147,38,5
2015,"40-64","Male","Pedestrian",353,365,44,12
2015,"40-64","Male","Pick-up truck or van occupant",89,89,7,0
2015,"40-64","intersex or indeterminate or missing","Car passenger",1,1,1,0
2015,"65-74","Female","Bus occupant",30,30,5,0
2015,"65-74","Female","Car driver",506,512,30,6
2015,"65-74","Female","Car passenger",289,292,20,3
2015,"65-74","Female","Car unknown position",41,41,9,0
2015,"65-74","Female","Heavy transport passenger",0,1,4,1
2015,"65-74","Female","Motorcyclist",20,20,4,0
2015,"65-74","Female","Other or unknown",16,16,14,0
2015,"65-74","Female","Pedal cyclist",95,95,5,0
2015,"65-74","Female","Pedestrian",134,137,41,3
2015,"65-74","Female","Pick-up truck or van occupant",3,3,9,0
2015,"65-74","Male","Bus occupant",14,14,22,0
2015,"65-74","Male","Car driver",511,515,27,4
2015,"65-74","Male","Car passenger",74,74,10,0
2015,"65-74","Male","Car unknown position",25,25,17,0
2015,"65-74","Male","Heavy transport driver",22,22,5,0
2015,"65-74","Male","Heavy transport passenger",3,3,6,0
2015,"65-74","Male","Heavy transport unknown position",1,1,1,0
2015,"65-74","Male","Motorcyclist",205,207,20,2
2015,"65-74","Male","Other or unknown",17,18,13,1
2015,"65-74","Male","Pedal cyclist",301,303,18,2
2015,"65-74","Male","Pedestrian",115,120,42,5
2015,"65-74","Male","Pick-up truck or van occupant",10,10,3,0
2015,"75+","Female","Bus occupant",50,51,13,1
2015,"75+","Female","Car driver",548,554,47,6
2015,"75+","Female","Car passenger",308,312,35,4
2015,"75+","Female","Car unknown position",49,49,25,0
2015,"75+","Female","Motorcyclist",28,30,11,2
2015,"75+","Female","Other or unknown",27,27,14,0
2015,"75+","Female","Pedal cyclist",15,15,11,0
2015,"75+","Female","Pedestrian",199,208,65,9
2015,"75+","Female","Pick-up truck or van occupant",2,2,2,0
2015,"75+","Male","Bus occupant",21,22,9,1
2015,"75+","Male","Car driver",568,593,49,25
2015,"75+","Male","Car passenger",108,111,13,3
2015,"75+","Male","Car unknown position",34,36,13,2
2015,"75+","Male","Heavy transport driver",3,3,4,0
2015,"75+","Male","Heavy transport passenger",1,1,13,0
2015,"75+","Male","Motorcyclist",58,59,14,1
2015,"75+","Male","Other or unknown",14,14,19,0
2015,"75+","Male","Pedal cyclist",124,126,11,2
2015,"75+","Male","Pedestrian",178,184,58,6
2015,"75+","Male","Pick-up truck or van occupant",13,13,7,0
2015,"8-16","Female","Bus occupant",5,5,2,0
2015,"8-16","Female","Car driver",18,18,2,0
2015,"8-16","Female","Car passenger",343,346,13,3
2015,"8-16","Female","Car unknown position",21,22,3,1
2015,"8-16","Female","Heavy transport passenger",2,2,1,0
2015,"8-16","Female","Motorcyclist",57,57,5,0
2015,"8-16","Female","Other or unknown",4,4,1,0
2015,"8-16","Female","Pedal cyclist",154,154,4,0
2015,"8-16","Female","Pedestrian",106,106,19,0
2015,"8-16","Female","Pick-up truck or van occupant",1,1,1,0
2015,"8-16","Male","Bus occupant",7,7,1,0
2015,"8-16","Male","Car driver",40,41,2,1
2015,"8-16","Male","Car passenger",276,279,10,3
2015,"8-16","Male","Car unknown position",14,14,2,0
2015,"8-16","Male","Heavy transport driver",1,1,3,0
2015,"8-16","Male","Heavy transport passenger",5,5,1,0
2015,"8-16","Male","Motorcyclist",408,408,10,0
2015,"8-16","Male","Other or unknown",23,23,3,0
2015,"8-16","Male","Pedal cyclist",776,776,12,0
2015,"8-16","Male","Pedestrian",160,162,17,2
2015,"8-16","Male","Pick-up truck or van occupant",1,1,2,0
2016,"0-7","Female","Bus occupant",1,1,6,0
2016,"0-7","Female","Car driver",3,3,2,0
2016,"0-7","Female","Car passenger",156,157,9,1
2016,"0-7","Female","Car unknown position",15,15,1,0
2016,"0-7","Female","Heavy transport passenger",1,1,1,0
2016,"0-7","Female","Motorcyclist",10,10,2,0
2016,"0-7","Female","Other or unknown",5,5,3,0
2016,"0-7","Female","Pedal cyclist",59,59,2,0
2016,"0-7","Female","Pedestrian",55,55,9,0
2016,"0-7","Female","Pick-up truck or van occupant",2,2,1,0
2016,"0-7","Male","Bus occupant",3,3,1,0
2016,"0-7","Male","Car passenger",156,157,9,1
2016,"0-7","Male","Car unknown position",8,8,1,0
2016,"0-7","Male","Heavy transport passenger",1,1,1,0
2016,"0-7","Male","Motorcyclist",16,16,1,0
2016,"0-7","Male","Other or unknown",15,15,2,0
2016,"0-7","Male","Pedal cyclist",142,142,3,0
2016,"0-7","Male","Pedestrian",73,76,11,3
2016,"0-7","Male","Pick-up truck or van occupant",5,5,2,0
2016,"17-25","Female","Bus occupant",11,11,6,0
2016,"17-25","Female","Car driver",1468,1476,33,8
2016,"17-25","Female","Car passenger",716,719,23,3
2016,"17-25","Female","Car unknown position",90,90,4,0
2016,"17-25","Female","Heavy transport driver",3,3,1,0
2016,"17-25","Female","Heavy transport passenger",2,2,2,0
2016,"17-25","Female","Motorcyclist",207,207,11,0
2016,"17-25","Female","Other or unknown",35,35,10,0
2016,"17-25","Female","Pedal cyclist",141,141,5,0
2016,"17-25","Female","Pedestrian",179,183,23,4
2016,"17-25","Female","Pick-up truck or van occupant",15,15,6,0
2016,"17-25","Male","Bus occupant",7,8,4,1
2016,"17-25","Male","Car driver",1656,1662,52,6
2016,"17-25","Male","Car passenger",665,669,30,4
2016,"17-25","Male","Car unknown position",93,96,8,3
2016,"17-25","Male","Heavy transport driver",28,28,3,0
2016,"17-25","Male","Heavy transport passenger",3,3,1,0
2016,"17-25","Male","Heavy transport unknown position",6,6,3,0
2016,"17-25","Male","Motorcyclist",1957,1964,48,7
2016,"17-25","Male","Other or unknown",79,80,13,1
2016,"17-25","Male","Pedal cyclist",541,542,10,1
2016,"17-25","Male","Pedestrian",252,257,38,5
2016,"17-25","Male","Pick-up truck or van occupant",48,48,8,0
2016,"26-39","Female","Bus occupant",17,17,2,0
2016,"26-39","Female","Car driver",1662,1665,35,3
2016,"26-39","Female","Car passenger",492,493,19,1
2016,"26-39","Female","Car unknown position",94,94,12,0
2016,"26-39","Female","Heavy transport driver",2,2,1,0
2016,"26-39","Female","Heavy transport passenger",2,2,3,0
2016,"26-39","Female","Motorcyclist",232,232,12,0
2016,"26-39","Female","Other or unknown",51,51,10,0
2016,"26-39","Female","Pedal cyclist",334,334,7,0
2016,"26-39","Female","Pedestrian",203,205,40,2
2016,"26-39","Female","Pick-up truck or van occupant",15,15,9,0
2016,"26-39","Male","Bus occupant",10,10,4,0
2016,"26-39","Male","Car driver",1748,1761,55,13
2016,"26-39","Male","Car passenger",380,380,18,0
2016,"26-39","Male","Car unknown position",96,99,7,3
2016,"26-39","Male","Heavy transport driver",76,78,9,2
2016,"26-39","Male","Heavy transport passenger",7,7,2,0
2016,"26-39","Male","Heavy transport unknown position",10,10,3,0
2016,"26-39","Male","Motorcyclist",2155,2166,75,11
2016,"26-39","Male","Other or unknown",82,82,16,0
2016,"26-39","Male","Pedal cyclist",1159,1160,19,1
2016,"26-39","Male","Pedestrian",296,299,35,3
2016,"26-39","Male","Pick-up truck or van occupant",56,56,13,0
2016,"40-64","Female","Bus occupant",57,57,11,0
2016,"40-64","Female","Car driver",2063,2069,61,6
2016,"40-64","Female","Car passenger",640,645,23,5
2016,"40-64","Female","Car unknown position",101,103,10,2
2016,"40-64","Female","Heavy transport driver",3,3,7,0
2016,"40-64","Female","Heavy transport passenger",4,4,18,0
2016,"40-64","Female","Heavy transport unknown position",2,2,1,0
2016,"40-64","Female","Motorcyclist",351,351,29,0
2016,"40-64","Female","Other or unknown",86,86,16,0
2016,"40-64","Female","Pedal cyclist",647,647,17,0
2016,"40-64","Female","Pedestrian",324,329,51,5
2016,"40-64","Female","Pick-up truck or van occupant",17,17,7,0
2016,"40-64","Male","Bus occupant",40,41,8,1
2016,"40-64","Male","Car driver",2061,2076,77,15
2016,"40-64","Male","Car passenger",305,306,21,1
2016,"40-64","Male","Car unknown position",136,136,17,0
2016,"40-64","Male","Heavy transport driver",252,253,27,1
2016,"40-64","Male","Heavy transport passenger",12,12,8,0
2016,"40-64","Male","Heavy transport unknown position",17,17,19,0
2016,"40-64","Male","Motorcyclist",2726,2742,96,16
2016,"40-64","Male","Other or unknown",131,132,24,1
2016,"40-64","Male","Pedal cyclist",2136,2141,44,5
2016,"40-64","Male","Pedestrian",370,379,68,9
2016,"40-64","Male","Pick-up truck or van occupant",86,86,10,0
2016,"65-74","Female","Bus occupant",22,22,8,0
2016,"65-74","Female","Car driver",581,584,37,3
2016,"65-74","Female","Car passenger",251,251,24,0
2016,"65-74","Female","Car unknown position",36,36,10,0
2016,"65-74","Female","Heavy transport passenger",2,2,5,0
2016,"65-74","Female","Motorcyclist",26,26,8,0
2016,"65-74","Female","Other or unknown",21,21,14,0
2016,"65-74","Female","Pedal cyclist",83,84,9,1
2016,"65-74","Female","Pedestrian",130,131,45,1
2016,"65-74","Female","Pick-up truck or van occupant",5,5,3,0
2016,"65-74","Male","Bus occupant",16,18,8,2
2016,"65-74","Male","Car driver",532,536,41,4
2016,"65-74","Male","Car passenger",85,85,8,0
2016,"65-74","Male","Car unknown position",27,27,10,0
2016,"65-74","Male","Heavy transport driver",28,28,6,0
2016,"65-74","Male","Heavy transport passenger",4,4,3,0
2016,"65-74","Male","Heavy transport unknown position",2,2,2,0
2016,"65-74","Male","Motorcyclist",233,234,30,1
2016,"65-74","Male","Other or unknown",23,23,10,0
2016,"65-74","Male","Pedal cyclist",386,390,23,4
2016,"65-74","Male","Pedestrian",114,121,50,7
2016,"65-74","Male","Pick-up truck or van occupant",20,20,8,0
2016,"75+","Female","Bus occupant",47,48,16,1
2016,"75+","Female","Car driver",525,532,58,7
2016,"75+","Female","Car passenger",337,345,33,8
2016,"75+","Female","Car unknown position",32,32,17,0
2016,"75+","Female","Heavy transport passenger",2,2,11,0
2016,"75+","Female","Motorcyclist",7,7,18,0
2016,"75+","Female","Other or unknown",28,28,23,0
2016,"75+","Female","Pedal cyclist",28,28,6,0
2016,"75+","Female","Pedestrian",185,195,87,10
2016,"75+","Female","Pick-up truck or van occupant",2,2,18,0
2016,"75+","Male","Bus occupant",24,25,19,1
2016,"75+","Male","Car driver",638,660,49,22
2016,"75+","Male","Car passenger",105,111,16,6
2016,"75+","Male","Car unknown position",32,33,18,1
2016,"75+","Male","Heavy transport driver",5,5,8,0
2016,"75+","Male","Heavy transport passenger",2,2,1,0
2016,"75+","Male","Motorcyclist",77,77,14,0
2016,"75+","Male","Other or unknown",18,18,28,0
2016,"75+","Male","Pedal cyclist",121,123,14,2
2016,"75+","Male","Pedestrian",170,185,63,15
2016,"75+","Male","Pick-up truck or van occupant",8,8,5,0
2016,"8-16","Female","Bus occupant",8,8,2,0
2016,"8-16","Female","Car driver",22,22,2,0
2016,"8-16","Female","Car passenger",305,307,11,2
2016,"8-16","Female","Car unknown position",12,12,1,0
2016,"8-16","Female","Motorcyclist",54,54,3,0
2016,"8-16","Female","Other or unknown",10,10,1,0
2016,"8-16","Female","Pedal cyclist",183,183,4,0
2016,"8-16","Female","Pedestrian",111,111,12,0
2016,"8-16","Female","Pick-up truck or van occupant",2,2,2,0
2016,"8-16","Male","Bus occupant",5,5,3,0
2016,"8-16","Male","Car driver",27,27,4,0
2016,"8-16","Male","Car passenger",296,299,8,3
2016,"8-16","Male","Car unknown position",13,13,3,0
2016,"8-16","Male","Heavy transport driver",1,1,1,0
2016,"8-16","Male","Heavy transport unknown position",1,1,1,0
2016,"8-16","Male","Motorcyclist",369,370,9,1
2016,"8-16","Male","Other or unknown",21,21,4,0
2016,"8-16","Male","Pedal cyclist",805,806,10,1
2016,"8-16","Male","Pedestrian",201,202,23,1
2016,"8-16","Male","Pick-up truck or van occupant",10,10,2,0
2017,"0-7","Female","Bus occupant",2,2,2,0
2017,"0-7","Female","Car driver",2,2,2,0
2017,"0-7","Female","Car passenger",178,178,7,0
2017,"0-7","Female","Car unknown position",8,9,1,1
2017,"0-7","Female","Heavy transport passenger",1,1,1,0
2017,"0-7","Female","Motorcyclist",11,11,2,0
2017,"0-7","Female","Other or unknown",7,7,1,0
2017,"0-7","Female","Pedal cyclist",58,58,2,0
2017,"0-7","Female","Pedestrian",51,51,7,0
2017,"0-7","Female","Pick-up truck or van occupant",2,2,1,0
2017,"0-7","Male","Bus occupant",1,1,1,0
2017,"0-7","Male","Car driver",1,1,1,0
2017,"0-7","Male","Car passenger",164,165,6,1
2017,"0-7","Male","Car unknown position",7,7,5,0
2017,"0-7","Male","Motorcyclist",24,24,2,0
2017,"0-7","Male","Other or unknown",4,4,2,0
2017,"0-7","Male","Pedal cyclist",132,132,3,0
2017,"0-7","Male","Pedestrian",82,84,9,2
2017,"0-7","Male","Pick-up truck or van occupant",2,2,1,0
2017,"17-25","Female","Bus occupant",16,16,2,0
2017,"17-25","Female","Car driver",1529,1530,28,1
2017,"17-25","Female","Car passenger",723,725,20,2
2017,"17-25","Female","Car unknown position",61,61,7,0
2017,"17-25","Female","Heavy transport driver",1,1,11,0
2017,"17-25","Female","Heavy transport passenger",3,3,5,0
2017,"17-25","Female","Motorcyclist",182,182,10,0
2017,"17-25","Female","Other or unknown",40,40,6,0
2017,"17-25","Female","Pedal cyclist",158,159,4,1
2017,"17-25","Female","Pedestrian",157,157,24,0
2017,"17-25","Female","Pick-up truck or van occupant",13,13,8,0
2017,"17-25","Male","Bus occupant",7,7,2,0
2017,"17-25","Male","Car driver",1621,1626,48,5
2017,"17-25","Male","Car passenger",581,582,23,1
2017,"17-25","Male","Car unknown position",115,115,6,0
2017,"17-25","Male","Heavy transport driver",38,38,3,0
2017,"17-25","Male","Heavy transport passenger",11,11,2,0
2017,"17-25","Male","Heavy transport unknown position",6,6,2,0
2017,"17-25","Male","Motorcyclist",1919,1922,49,3
2017,"17-25","Male","Other or unknown",75,75,10,0
2017,"17-25","Male","Pedal cyclist",574,576,10,2
2017,"17-25","Male","Pedestrian",234,237,52,3
2017,"17-25","Male","Pick-up truck or van occupant",55,55,6,0
2017,"26-39","Female","Bus occupant",11,11,3,0
2017,"26-39","Female","Car driver",1557,1558,35,1
2017,"26-39","Female","Car passenger",532,533,18,1
2017,"26-39","Female","Car unknown position",97,97,6,0
2017,"26-39","Female","Heavy transport passenger",2,2,3,0
2017,"26-39","Female","Motorcyclist",219,219,14,0
2017,"26-39","Female","Other or unknown",48,48,7,0
2017,"26-39","Female","Pedal cyclist",335,335,8,0
2017,"26-39","Female","Pedestrian",203,206,34,3
2017,"26-39","Female","Pick-up truck or van occupant",13,13,3,0
2017,"26-39","Male","Bus occupant",10,10,2,0
2017,"26-39","Male","Car driver",1799,1805,63,6
2017,"26-39","Male","Car passenger",343,344,19,1
2017,"26-39","Male","Car unknown position",99,101,18,2
2017,"26-39","Male","Heavy transport driver",106,106,6,0
2017,"26-39","Male","Heavy transport passenger",5,5,2,0
2017,"26-39","Male","Heavy transport unknown position",3,3,2,0
2017,"26-39","Male","Motorcyclist",2200,2203,70,3
2017,"26-39","Male","Other or unknown",92,92,20,0
2017,"26-39","Male","Pedal cyclist",1165,1165,20,0
2017,"26-39","Male","Pedestrian",276,279,43,3
2017,"26-39","Male","Pick-up truck or van occupant",43,43,9,0
2017,"40-64","Female","Bus occupant",44,44,5,0
2017,"40-64","Female","Car driver",2105,2109,57,4
2017,"40-64","Female","Car passenger",629,631,29,2
2017,"40-64","Female","Car unknown position",129,129,22,0
2017,"40-64","Female","Heavy transport driver",9,9,4,0
2017,"40-64","Female","Heavy transport passenger",6,6,3,0
2017,"40-64","Female","Motorcyclist",339,340,20,1
2017,"40-64","Female","Other or unknown",64,64,15,0
2017,"40-64","Female","Pedal cyclist",621,623,17,2
2017,"40-64","Female","Pedestrian",325,329,43,4
2017,"40-64","Female","Pick-up truck or van occupant",19,19,2,0
2017,"40-64","Male","Bus occupant",27,28,9,1
2017,"40-64","Male","Car driver",2077,2084,61,7
2017,"40-64","Male","Car passenger",299,301,15,2
2017,"40-64","Male","Car unknown position",113,113,17,0
2017,"40-64","Male","Heavy transport driver",250,253,19,3
2017,"40-64","Male","Heavy transport passenger",9,9,4,0
2017,"40-64","Male","Heavy transport unknown position",18,18,4,0
2017,"40-64","Male","Motorcyclist",2840,2853,97,13
2017,"40-64","Male","Other or unknown",132,133,17,1
2017,"40-64","Male","Pedal cyclist",2233,2235,48,2
2017,"40-64","Male","Pedestrian",392,399,84,7
2017,"40-64","Male","Pick-up truck or van occupant",76,77,11,1
2017,"65-74","Female","Bus occupant",25,25,7,0
2017,"65-74","Female","Car driver",551,553,38,2
2017,"65-74","Female","Car passenger",289,292,21,3
2017,"65-74","Female","Car unknown position",40,40,18,0
2017,"65-74","Female","Heavy transport driver",1,1,1,0
2017,"65-74","Female","Heavy transport passenger",2,2,5,0
2017,"65-74","Female","Motorcyclist",34,34,10,0
2017,"65-74","Female","Other or unknown",19,19,20,0
2017,"65-74","Female","Pedal cyclist",117,117,8,0
2017,"65-74","Female","Pedestrian",151,153,48,2
2017,"65-74","Female","Pick-up truck or van occupant",2,2,7,0
2017,"65-74","Male","Bus occupant",13,13,12,0
2017,"65-74","Male","Car driver",538,540,32,2
2017,"65-74","Male","Car passenger",74,77,10,3
2017,"65-74","Male","Car unknown position",20,20,14,0
2017,"65-74","Male","Heavy transport driver",34,34,6,0
2017,"65-74","Male","Heavy transport passenger",1,1,5,0
2017,"65-74","Male","Heavy transport unknown position",2,2,3,0
2017,"65-74","Male","Motorcyclist",295,298,24,3
2017,"65-74","Male","Other or unknown",25,25,8,0
2017,"65-74","Male","Pedal cyclist",359,359,18,0
2017,"65-74","Male","Pedestrian",116,125,52,9
2017,"65-74","Male","Pick-up truck or van occupant",16,16,7,0
2017,"75+","Female","Bus occupant",64,66,20,2
2017,"75+","Female","Car driver",548,559,50,11
2017,"75+","Female","Car passenger",348,356,41,8
2017,"75+","Female","Car unknown position",36,36,22,0
2017,"75+","Female","Heavy transport passenger",6,6,11,0
